Serial,Gas_Concentration(ppm),Temperature(°C),Pressure(psi),Thermal_Gradient(°C/m),Acoustic_Amplitude(dB),Acoustic_Frequency(Hz),Flow_Rate(L/min),Segment,Leak_Type,Leak_Status
5085,0.71,25.85,100.89,0.06,9.42,51.28,61.09,9,Non-Leak,0
5086,706.2,21.19,75.35,1.7,50.32,643.85,53.46,10,Medium,1
5087,0.45,24.81,100.25,0.04,10.4,59.47,61.08,11,Non-Leak,0
5088,1099.32,18.03,61.79,2.35,72.13,809.05,44.37,12,Large,1
5089,0.53,25.89,100.35,0.05,9.39,50.48,61.08,1,Non-Leak,0
5090,193.41,22.73,84.59,0.84,34.17,355.45,54.03,2,Small,1
5091,0.89,25.8,100.63,0.05,9.04,54.5,60.77,3,Non-Leak,0
5092,709.85,21.41,77.39,1.71,50.75,610.03,52.13,4,Medium,1
5093,0.36,25.7,100.5,0.05,9.18,59.12,60.77,5,Non-Leak,0
5094,1070.92,19.73,60.67,2.57,74.45,784.15,45.87,6,Large,1
5095,0.86,24.9,100.85,0.04,10.55,54.44,60.92,7,Non-Leak,0
5096,153.82,22.89,84.02,0.76,34.64,342.69,54.59,8,Small,1
5097,0.52,24.91,100.46,0.03,10.98,56.96,60.84,9,Non-Leak,0
5098,711.13,21.02,76.4,1.71,50.47,642.65,52.25,10,Medium,1
5099,0.33,25.2,100.14,0.06,9.15,59.66,60.91,11,Non-Leak,0
5100,1170.46,18.91,60.49,2.33,73.83,773.36,43.9,12,Large,1
5101,0.51,25.69,100.95,0.05,10.18,53.43,61.04,1,Non-Leak,0
5102,165.73,22.79,84.76,0.88,34.05,346.64,55.83,2,Small,1
5103,0.56,24.83,100.95,0.04,9.92,59.69,60.84,3,Non-Leak,0
5104,708.07,21.44,75.63,1.65,50.98,631.32,52.47,4,Medium,1
5105,0.57,25.35,100.9,0.04,9.15,55.78,60.88,5,Non-Leak,0
5106,1157.09,19.55,60.65,2.55,74.92,783.9,43.92,6,Large,1
5107,0.74,25.12,100.05,0.06,10.48,50.19,60.78,7,Non-Leak,0
5108,176.36,22.37,84.54,0.87,30.45,325.25,54.25,8,Small,1
5109,0.32,25.77,100.53,0.06,9.95,52.78,60.95,9,Non-Leak,0
5110,681.82,21.1,76.37,1.54,50.29,634.73,52.66,10,Medium,1
5111,0.81,25.05,100.44,0.06,9.97,53.24,61.07,11,Non-Leak,0
5112,1128.26,19.47,59.98,2.35,73.6,845.84,44.81,12,Large,1
5113,0.31,24.88,100.68,0.05,9.91,58.49,61.01,1,Non-Leak,0
5114,198.28,22.27,83.36,0.72,32.56,356.08,55.13,2,Small,1
5115,0.43,25.37,100.69,0.04,9.08,51.87,61.09,3,Non-Leak,0
5116,693.38,21.39,76.94,1.77,51.01,628.98,52.57,4,Medium,1
5117,0.37,25.21,100.44,0.04,9.56,52.54,60.98,5,Non-Leak,0
5118,1057.36,18.08,59.4,2.68,74.9,843.16,44.19,6,Large,1
5119,0.45,25.24,100.92,0.03,9.15,54.86,61.05,7,Non-Leak,0
5120,169.44,22.74,84.93,0.72,32.94,347.5,55.23,8,Small,1
5121,0.43,25.32,100.91,0.05,9.48,54.3,60.86,9,Non-Leak,0
5122,652.53,21.02,77.43,1.74,50.35,628.41,52.96,10,Medium,1
5123,0.38,25.77,100.06,0.04,10.3,59.55,61.07,11,Non-Leak,0
5124,1073.06,19.54,59.72,2.61,74.99,835.35,44.5,12,Large,1
5125,0.69,24.72,100.09,0.06,10.41,54.13,61.08,1,Non-Leak,0
5126,177.62,22.49,84.32,0.82,33.48,318.49,55.64,2,Small,1
5127,0.61,25.61,100.37,0.05,10.19,52.05,60.95,3,Non-Leak,0
5128,704.85,21.38,77.62,1.63,51.86,610.22,53.15,4,Medium,1
5129,0.53,25.79,100.46,0.03,9.61,59.2,60.75,5,Non-Leak,0
5130,1153.75,18.15,61.64,2.76,72.79,841.66,45.58,6,Large,1
5131,0.78,25.31,100.8,0.06,9.99,59.85,60.88,7,Non-Leak,0
5132,177.12,22.21,83.34,0.77,32.84,312.96,54.89,8,Small,1
5133,0.64,25.04,100.18,0.06,9.24,51.34,60.96,9,Non-Leak,0
5134,698.72,21.1,76.09,1.8,50.8,638.4,52.24,10,Medium,1
5135,0.66,25.01,100.34,0.06,9.77,55.43,60.87,11,Non-Leak,0
5136,1160.01,19.46,59.89,2.58,74.27,793.62,45.74,12,Large,1
5137,0.5,25.5,100.41,0.06,9.46,54.93,61.08,1,Non-Leak,0
5138,153.3,22.75,84.15,0.71,31.22,340.84,54.85,2,Small,1
5139,0.58,25.59,100.53,0.03,10.16,57.76,61.05,3,Non-Leak,0
5140,652.75,21.55,76.81,1.52,51.91,620.31,53.22,4,Medium,1
5141,0.8,25.78,100.26,0.07,9.03,56.95,60.91,5,Non-Leak,0
5142,1186.79,18.12,60.71,2.66,72.47,773.23,43.89,6,Large,1
5143,0.75,25.23,100.35,0.04,10.45,50.32,60.78,7,Non-Leak,0
5144,189.67,22.75,84.58,0.76,30.59,345.68,55.86,8,Small,1
5145,0.77,25.44,100.72,0.03,10.15,51.68,60.81,9,Non-Leak,0
5146,674.74,21.5,76.46,1.53,51.77,611.49,53.41,10,Medium,1
5147,0.65,24.71,100.0,0.05,9.23,54.25,60.72,11,Non-Leak,0
5148,1172.07,19.74,60.88,2.66,72.95,814.52,45.73,12,Large,1
5149,0.85,25.54,100.22,0.06,10.72,53.68,60.77,1,Non-Leak,0
5150,154.1,22.65,83.78,0.78,34.01,317.47,55.26,2,Small,1
5151,0.82,25.38,100.15,0.05,10.63,55.2,60.88,3,Non-Leak,0
5152,718.03,21.24,75.44,1.65,50.03,625.3,52.07,4,Medium,1
5153,0.85,24.97,100.91,0.04,9.03,59.67,61.09,5,Non-Leak,0
5154,1044.44,19.15,60.82,2.76,73.8,816.46,44.89,6,Large,1
5155,0.31,25.68,100.4,0.06,9.61,58.92,61.02,7,Non-Leak,0
5156,156.56,22.7,83.17,0.74,32.48,342.44,54.36,8,Small,1
5157,0.88,24.98,100.55,0.07,10.58,56.9,60.89,9,Non-Leak,0
5158,675.42,21.53,76.31,1.56,50.42,622.99,52.71,10,Medium,1
5159,0.37,24.77,100.17,0.07,9.0,51.45,60.8,11,Non-Leak,0
5160,1063.07,19.87,61.79,2.62,75.37,806.21,45.96,12,Large,1
5161,0.36,24.88,100.13,0.04,9.67,57.82,60.98,1,Non-Leak,0
5162,172.59,22.73,83.24,0.88,32.53,319.51,55.79,2,Small,1
5163,0.42,25.53,100.64,0.04,10.45,56.1,60.72,3,Non-Leak,0
5164,686.26,21.57,75.56,1.62,51.59,649.59,52.23,4,Medium,1
5165,0.4,25.28,100.31,0.07,10.1,57.53,60.77,5,Non-Leak,0
5166,1114.73,19.54,60.82,2.44,73.83,798.98,45.61,6,Large,1
5167,0.31,24.89,100.5,0.04,10.8,50.85,60.72,7,Non-Leak,0
5168,194.25,22.92,83.66,0.89,34.05,335.91,54.05,8,Small,1
5169,0.4,24.94,100.17,0.04,10.23,53.59,60.96,9,Non-Leak,0
5170,662.11,20.71,75.12,1.71,50.44,630.46,52.87,10,Medium,1
5171,0.6,25.19,100.86,0.06,10.36,56.07,60.71,11,Non-Leak,0
5172,1153.47,19.08,60.75,2.46,75.22,830.67,45.37,12,Large,1
5173,0.46,25.16,100.67,0.07,10.14,54.1,60.79,1,Non-Leak,0
5174,171.77,22.6,83.07,0.86,30.74,331.27,55.59,2,Small,1
5175,0.82,25.61,100.44,0.05,9.98,56.49,60.99,3,Non-Leak,0
5176,682.97,21.12,77.32,1.68,51.53,614.19,52.79,4,Medium,1
5177,0.57,25.73,100.85,0.07,10.18,56.68,60.84,5,Non-Leak,0
5178,1125.56,18.66,61.49,2.59,74.59,812.1,43.81,6,Large,1
5179,0.74,25.4,100.06,0.05,10.61,57.09,60.82,7,Non-Leak,0
5180,160.67,22.7,84.8,0.72,32.6,331.25,54.52,8,Small,1
5181,0.8,25.58,100.85,0.05,10.17,55.07,61.0,9,Non-Leak,0
5182,677.87,20.92,76.58,1.76,51.53,622.95,52.11,10,Medium,1
5183,0.75,25.34,100.14,0.03,10.6,59.31,60.94,11,Non-Leak,0
5184,1134.05,19.64,61.81,2.78,72.74,800.14,45.68,12,Large,1
5185,0.78,24.82,100.95,0.04,10.7,55.97,60.74,1,Non-Leak,0
5186,174.12,22.52,83.51,0.78,33.5,330.94,55.32,2,Small,1
5187,0.83,25.89,100.1,0.04,9.65,52.76,60.92,3,Non-Leak,0
5188,680.48,20.92,77.91,1.55,50.25,644.86,52.57,4,Medium,1
5189,0.78,25.8,100.68,0.06,10.52,50.04,60.88,5,Non-Leak,0
5190,1023.37,18.86,61.81,2.42,73.75,830.73,45.34,6,Large,1
5191,0.66,25.62,100.31,0.04,10.61,58.76,60.83,7,Non-Leak,0
5192,181.91,22.53,83.59,0.8,30.44,315.68,55.82,8,Small,1
5193,0.59,25.88,100.74,0.06,10.09,53.11,61.07,9,Non-Leak,0
5194,710.21,21.13,75.78,1.55,50.11,613.65,52.81,10,Medium,1
5195,0.84,25.9,100.95,0.05,9.42,59.92,61.05,11,Non-Leak,0
5196,1146.61,19.85,61.26,2.57,74.94,819.33,44.2,12,Large,1
5197,0.73,25.44,100.66,0.03,9.36,53.75,60.73,1,Non-Leak,0
5198,176.37,22.39,84.85,0.77,31.78,348.12,55.07,2,Small,1
5199,0.37,24.87,100.39,0.04,10.52,51.92,60.92,3,Non-Leak,0
5200,708.86,21.04,75.93,1.71,51.68,606.98,53.26,4,Medium,1
5201,0.68,25.46,100.02,0.05,10.05,57.75,60.82,5,Non-Leak,0
5202,1127.92,19.3,60.53,2.78,72.99,774.32,45.08,6,Large,1
5203,0.76,25.1,100.52,0.05,10.61,58.78,60.95,7,Non-Leak,0
5204,180.48,22.33,83.23,0.85,31.08,350.8,55.69,8,Small,1
5205,0.57,25.35,101.0,0.04,10.24,51.77,60.92,9,Non-Leak,0
5206,658.95,21.27,77.43,1.64,50.49,617.01,52.66,10,Medium,1
5207,0.38,25.12,100.48,0.04,10.07,59.09,60.84,11,Non-Leak,0
5208,1004.71,19.69,60.31,2.56,72.65,799.17,44.23,12,Large,1
5209,0.87,25.02,100.22,0.05,10.73,57.42,60.92,1,Non-Leak,0
5210,156.64,22.93,83.48,0.86,30.2,336.35,54.35,2,Small,1
5211,0.33,24.81,100.88,0.06,10.6,56.16,61.05,3,Non-Leak,0
5212,686.06,21.44,75.12,1.75,51.77,624.66,52.15,4,Medium,1
5213,0.72,25.36,100.13,0.06,10.84,51.02,60.72,5,Non-Leak,0
5214,1152.44,18.42,60.81,2.61,75.2,778.36,45.79,6,Large,1
5215,0.36,25.63,100.74,0.05,10.28,58.05,61.04,7,Non-Leak,0
5216,150.72,22.29,83.41,0.89,34.15,339.3,55.85,8,Small,1
5217,0.38,25.39,100.63,0.06,10.14,55.09,60.73,9,Non-Leak,0
5218,678.82,21.17,76.5,1.6,50.21,642.92,52.35,10,Medium,1
5219,0.63,25.7,100.8,0.07,10.45,59.2,61.06,11,Non-Leak,0
5220,1056.93,19.31,60.13,2.61,73.77,774.78,44.02,12,Large,1
5221,0.33,25.51,100.55,0.04,9.85,56.62,60.97,1,Non-Leak,0
5222,155.61,22.6,84.95,0.85,31.29,352.21,55.4,2,Small,1
5223,0.69,24.84,100.27,0.04,9.38,50.62,60.75,3,Non-Leak,0
5224,688.84,20.95,75.11,1.57,51.08,625.13,53.05,4,Medium,1
5225,0.58,25.22,100.2,0.07,10.44,50.88,60.93,5,Non-Leak,0
5226,1097.84,18.77,59.9,2.5,72.03,833.45,44.93,6,Large,1
5227,0.49,25.2,100.59,0.06,9.01,50.03,60.79,7,Non-Leak,0
5228,177.53,22.77,83.14,0.9,32.64,349.75,55.05,8,Small,1
5229,0.6,25.17,100.15,0.07,9.9,55.74,60.98,9,Non-Leak,0
5230,658.67,21.54,77.01,1.59,51.43,604.86,52.28,10,Medium,1
5231,0.73,24.92,100.38,0.06,9.93,58.74,61.05,11,Non-Leak,0
5232,1171.4,19.2,60.09,2.49,75.25,802.39,45.93,12,Large,1
5233,0.59,25.64,100.1,0.04,9.77,59.7,60.97,1,Non-Leak,0
5234,191.33,22.25,84.32,0.78,34.36,356.13,55.25,2,Small,1
5235,0.33,25.82,100.04,0.04,10.86,58.02,61.08,3,Non-Leak,0
5236,698.68,21.13,77.22,1.58,50.63,601.53,52.04,4,Medium,1
5237,0.38,25.13,100.98,0.03,9.37,51.73,61.06,5,Non-Leak,0
5238,1092.52,18.32,61.81,2.79,73.5,771.28,44.08,6,Large,1
5239,0.58,24.98,100.74,0.04,10.08,52.49,60.82,7,Non-Leak,0
5240,164.21,22.2,83.36,0.85,30.35,347.75,55.58,8,Small,1
5241,0.34,25.09,100.22,0.05,10.33,58.15,60.95,9,Non-Leak,0
5242,662.92,20.99,75.85,1.77,50.13,622.32,52.64,10,Medium,1
5243,0.37,25.1,100.04,0.04,10.24,59.56,61.08,11,Non-Leak,0
5244,1045.99,18.39,60.74,2.57,75.31,847.64,44.61,12,Large,1
5245,0.8,24.74,100.13,0.06,9.45,51.61,61.01,1,Non-Leak,0
5246,175.11,22.86,83.38,0.82,32.3,358.3,54.14,2,Small,1
5247,0.68,24.89,100.17,0.06,9.18,55.75,60.72,3,Non-Leak,0
5248,714.45,21.09,77.46,1.54,50.16,635.86,52.19,4,Medium,1
5249,0.71,24.74,100.79,0.07,10.28,58.54,61.02,5,Non-Leak,0
5250,1066.54,19.41,60.31,2.65,74.4,817.17,43.83,6,Large,1
5251,0.57,25.32,100.05,0.06,9.1,56.46,61.02,7,Non-Leak,0
5252,184.67,22.38,84.78,0.82,30.93,334.34,55.28,8,Small,1
5253,0.89,24.72,100.89,0.05,9.23,54.89,61.01,9,Non-Leak,0
5254,672.86,21.03,77.67,1.79,50.52,641.64,52.38,10,Medium,1
5255,0.7,25.18,100.57,0.07,9.5,52.39,60.76,11,Non-Leak,0
5256,1040.51,19.43,61.36,2.46,72.68,815.05,43.5,12,Large,1
5257,0.3,24.85,100.4,0.05,10.92,58.95,60.79,1,Non-Leak,0
5258,191.15,22.28,84.53,0.77,34.76,348.33,54.06,2,Small,1
5259,0.75,25.29,100.65,0.03,10.22,57.94,60.96,3,Non-Leak,0
5260,658.26,21.15,75.18,1.62,50.24,607.13,52.6,4,Medium,1
5261,0.71,25.83,100.43,0.06,9.9,54.07,60.76,5,Non-Leak,0
5262,1096.65,18.39,59.62,2.5,74.21,832.62,44.35,6,Large,1
5263,0.4,25.73,100.59,0.04,9.73,55.23,61.01,7,Non-Leak,0
5264,152.97,22.71,84.32,0.84,34.75,350.77,54.61,8,Small,1
5265,0.39,25.14,100.8,0.04,10.07,52.52,61.07,9,Non-Leak,0
5266,671.64,21.19,77.93,1.8,50.65,640.21,53.21,10,Medium,1
5267,0.31,25.19,100.1,0.04,10.31,56.67,60.98,11,Non-Leak,0
5268,1024.8,18.7,61.31,2.32,72.61,808.04,44.23,12,Large,1
5269,0.81,25.52,100.92,0.06,10.09,58.36,60.95,1,Non-Leak,0
5270,196.63,22.83,84.46,0.84,33.53,347.68,55.8,2,Small,1
5271,0.69,25.55,100.9,0.04,9.78,56.44,60.71,3,Non-Leak,0
5272,703.67,21.17,76.0,1.67,51.68,607.79,52.76,4,Medium,1
5273,0.3,25.23,100.98,0.06,9.37,55.05,60.86,5,Non-Leak,0
5274,1126.37,18.21,59.86,2.66,73.99,781.72,45.04,6,Large,1
5275,0.35,25.74,100.06,0.04,9.18,58.65,60.78,7,Non-Leak,0
5276,185.77,22.62,83.42,0.76,30.27,355.15,55.35,8,Small,1
5277,0.61,25.02,100.27,0.04,9.53,50.43,61.03,9,Non-Leak,0
5278,687.79,21.17,75.18,1.6,50.26,622.72,52.41,10,Medium,1
5279,0.45,24.8,100.98,0.05,10.52,51.59,60.86,11,Non-Leak,0
5280,1133.92,18.58,59.35,2.63,72.96,829.11,43.58,12,Large,1
5281,0.79,25.23,100.93,0.04,9.08,57.19,61.03,1,Non-Leak,0
5282,157.28,22.33,83.03,0.88,34.87,334.28,55.15,2,Small,1
5283,0.84,25.89,100.98,0.07,9.53,59.61,60.77,3,Non-Leak,0
5284,675.68,21.32,77.84,1.58,51.44,645.48,52.9,4,Medium,1
5285,0.74,24.77,100.04,0.05,9.87,56.71,60.77,5,Non-Leak,0
5286,1086.84,18.19,60.42,2.34,72.12,825.72,44.91,6,Large,1
5287,0.84,25.03,100.45,0.03,10.04,53.7,60.97,7,Non-Leak,0
5288,194.68,22.88,83.55,0.86,34.99,347.24,55.44,8,Small,1
5289,0.6,25.62,100.23,0.06,9.02,55.92,60.81,9,Non-Leak,0
5290,702.7,21.2,75.22,1.53,50.24,640.58,53.09,10,Medium,1
5291,0.38,24.91,100.67,0.07,10.52,56.11,61.01,11,Non-Leak,0
5292,1027.53,19.43,61.63,2.71,73.93,809.27,43.52,12,Large,1
5293,0.55,24.96,100.07,0.06,9.81,52.68,60.95,1,Non-Leak,0
5294,185.6,22.68,83.25,0.83,32.48,332.97,55.91,2,Small,1
5295,0.49,24.87,100.12,0.06,9.73,57.4,60.71,3,Non-Leak,0
5296,680.18,21.16,76.87,1.67,50.81,615.7,52.26,4,Medium,1
5297,0.58,24.71,100.79,0.05,9.0,50.36,61.05,5,Non-Leak,0
5298,1063.09,19.03,61.47,2.72,72.93,819.44,44.99,6,Large,1
5299,0.79,25.52,100.72,0.06,10.89,55.22,61.01,7,Non-Leak,0
5300,151.35,22.86,84.35,0.83,31.31,329.74,55.46,8,Small,1
5301,0.86,25.62,100.81,0.06,9.22,51.36,60.82,9,Non-Leak,0
5302,655.31,21.28,75.62,1.6,51.85,631.58,52.36,10,Medium,1
5303,0.61,24.92,100.81,0.06,10.49,52.94,60.72,11,Non-Leak,0
5304,1048.1,19.41,59.8,2.46,72.82,848.9,45.75,12,Large,1
5305,0.52,25.14,100.63,0.03,10.31,54.04,60.83,1,Non-Leak,0
5306,173.22,22.64,83.13,0.78,34.39,345.41,54.03,2,Small,1
5307,0.83,25.37,100.82,0.05,9.49,50.53,60.86,3,Non-Leak,0
5308,677.1,21.38,76.17,1.58,50.36,641.75,52.97,4,Medium,1
5309,0.74,24.87,100.24,0.03,10.4,59.76,61.03,5,Non-Leak,0
5310,1129.55,19.24,61.24,2.7,75.77,791.75,45.91,6,Large,1
5311,0.79,25.57,100.45,0.03,10.75,54.94,60.71,7,Non-Leak,0
5312,150.1,22.74,83.67,0.8,31.77,315.95,55.81,8,Small,1
5313,0.86,25.85,100.4,0.05,9.77,52.22,61.0,9,Non-Leak,0
5314,687.64,21.52,75.43,1.71,51.6,633.55,52.63,10,Medium,1
5315,0.55,24.93,100.47,0.05,10.2,51.39,60.71,11,Non-Leak,0
5316,1204.7,18.21,61.19,2.66,75.32,789.54,43.64,12,Large,1
5317,0.86,25.16,100.82,0.03,10.62,57.02,60.79,1,Non-Leak,0
5318,152.56,22.39,83.41,0.76,33.67,355.53,55.28,2,Small,1
5319,0.71,25.37,100.49,0.07,9.04,50.83,61.09,3,Non-Leak,0
5320,664.32,21.26,76.86,1.66,51.51,602.71,52.62,4,Medium,1
5321,0.65,24.9,100.78,0.06,9.96,50.38,60.9,5,Non-Leak,0
5322,1157.95,18.17,59.47,2.43,72.2,779.85,44.74,6,Large,1
5323,0.69,24.92,100.57,0.06,10.89,53.36,60.89,7,Non-Leak,0
5324,161.84,22.48,84.77,0.79,30.97,343.72,54.09,8,Small,1
5325,0.89,25.06,100.1,0.04,10.96,57.22,61.08,9,Non-Leak,0
5326,710.1,20.8,77.75,1.65,50.07,615.41,53.11,10,Medium,1
5327,0.41,25.84,100.3,0.03,9.68,53.74,60.99,11,Non-Leak,0
5328,1008.64,19.47,59.78,2.66,74.32,801.03,44.41,12,Large,1
5329,0.85,25.48,100.44,0.03,9.9,59.42,60.78,1,Non-Leak,0
5330,174.3,22.44,84.34,0.84,30.59,339.24,55.35,2,Small,1
5331,0.61,24.83,100.43,0.07,10.18,54.86,60.98,3,Non-Leak,0
5332,700.81,20.61,75.03,1.61,50.74,631.6,52.59,4,Medium,1
5333,0.44,24.78,100.05,0.06,9.59,50.84,60.92,5,Non-Leak,0
5334,1013.63,18.19,60.25,2.45,73.67,807.45,43.99,6,Large,1
5335,0.45,24.71,100.32,0.03,10.48,52.26,61.0,7,Non-Leak,0
5336,168.45,22.59,83.08,0.87,31.99,332.8,55.09,8,Small,1
5337,0.44,25.39,100.76,0.07,10.57,58.93,61.08,9,Non-Leak,0
5338,651.01,21.07,75.29,1.72,50.09,642.71,52.08,10,Medium,1
5339,0.6,24.86,100.49,0.04,10.24,56.99,60.93,11,Non-Leak,0
5340,1176.46,19.44,60.56,2.45,73.95,841.0,45.22,12,Large,1
5341,0.55,24.82,100.51,0.06,9.09,58.92,60.94,1,Non-Leak,0
5342,196.46,22.36,83.54,0.87,31.13,321.3,54.95,2,Small,1
5343,0.39,25.47,100.82,0.06,9.12,54.99,60.84,3,Non-Leak,0
5344,701.18,21.59,75.96,1.57,51.39,616.35,52.01,4,Medium,1
5345,0.69,25.8,100.57,0.03,10.95,55.45,60.85,5,Non-Leak,0
5346,1020.02,18.68,60.32,2.68,73.96,789.43,43.69,6,Large,1
5347,0.75,24.96,100.9,0.04,10.81,57.31,60.88,7,Non-Leak,0
5348,196.38,22.78,84.74,0.72,30.56,359.5,54.95,8,Small,1
5349,0.46,25.35,100.08,0.07,9.97,51.8,61.07,9,Non-Leak,0
5350,682.23,20.79,77.64,1.74,51.1,607.54,52.59,10,Medium,1
5351,0.51,24.85,100.48,0.06,9.42,57.96,60.85,11,Non-Leak,0
5352,1216.33,18.56,59.5,2.54,72.78,828.89,44.29,12,Large,1
5353,0.67,25.03,100.52,0.07,9.94,52.79,61.05,1,Non-Leak,0
5354,181.84,22.56,84.29,0.76,31.02,338.16,55.47,2,Small,1
5355,0.83,25.5,100.91,0.04,10.47,55.94,60.97,3,Non-Leak,0
5356,712.29,21.48,77.67,1.62,51.55,622.67,52.47,4,Medium,1
5357,0.38,25.74,100.04,0.04,10.42,52.07,60.96,5,Non-Leak,0
5358,1048.03,18.52,59.77,2.63,75.99,796.44,44.65,6,Large,1
5359,0.84,25.18,100.6,0.05,9.72,57.94,60.77,7,Non-Leak,0
5360,165.3,22.64,84.49,0.81,32.7,348.07,54.81,8,Small,1
5361,0.51,25.55,100.79,0.05,10.19,55.55,60.86,9,Non-Leak,0
5362,717.69,20.61,76.92,1.6,50.19,615.06,53.07,10,Medium,1
5363,0.73,25.13,100.35,0.07,10.54,51.32,60.9,11,Non-Leak,0
5364,1117.87,19.36,60.67,2.77,74.15,835.98,45.97,12,Large,1
5365,0.84,24.9,100.04,0.03,10.72,50.47,60.88,1,Non-Leak,0
5366,186.0,22.81,83.33,0.72,31.11,332.81,54.28,2,Small,1
5367,0.57,24.92,100.95,0.04,9.02,50.74,60.76,3,Non-Leak,0
5368,680.53,20.85,76.81,1.52,50.68,603.13,52.51,4,Medium,1
5369,0.53,24.95,100.49,0.04,10.8,59.94,60.78,5,Non-Leak,0
5370,1044.81,18.89,60.48,2.79,74.49,796.05,43.64,6,Large,1
5371,0.36,25.35,100.06,0.06,10.91,59.23,60.98,7,Non-Leak,0
5372,167.5,22.74,83.34,0.72,32.54,346.79,54.97,8,Small,1
5373,0.39,25.26,100.7,0.04,10.2,56.23,60.75,9,Non-Leak,0
5374,718.82,21.49,75.96,1.75,51.96,613.7,53.44,10,Medium,1
5375,0.35,25.79,100.18,0.04,10.1,57.46,60.89,11,Non-Leak,0
5376,1088.31,18.28,59.24,2.55,73.88,811.89,44.73,12,Large,1
5377,0.6,25.84,100.41,0.04,10.65,57.47,60.91,1,Non-Leak,0
5378,156.25,22.45,83.07,0.75,33.77,311.11,55.93,2,Small,1
5379,0.65,25.0,100.44,0.06,9.43,55.08,61.0,3,Non-Leak,0
5380,709.68,20.87,76.74,1.64,51.83,634.93,52.56,4,Medium,1
5381,0.75,25.41,100.03,0.07,9.46,56.19,60.71,5,Non-Leak,0
5382,1038.6,18.18,61.69,2.64,73.58,783.41,45.53,6,Large,1
5383,0.69,25.54,100.92,0.04,9.37,53.77,60.97,7,Non-Leak,0
5384,163.11,22.68,84.03,0.89,32.49,312.44,54.69,8,Small,1
5385,0.42,25.48,100.61,0.03,9.41,56.17,61.03,9,Non-Leak,0
5386,670.26,21.18,75.87,1.63,51.92,618.87,53.28,10,Medium,1
5387,0.33,25.04,100.85,0.04,10.46,52.19,61.03,11,Non-Leak,0
5388,1157.02,18.71,61.47,2.56,73.72,828.61,44.76,12,Large,1
5389,0.53,25.83,100.37,0.04,10.15,52.47,61.02,1,Non-Leak,0
5390,196.41,22.85,84.36,0.8,31.16,323.11,54.93,2,Small,1
5391,0.79,25.53,100.68,0.05,10.04,51.09,60.91,3,Non-Leak,0
5392,690.94,21.57,75.33,1.78,50.37,608.05,52.96,4,Medium,1
5393,0.6,25.59,100.33,0.05,10.21,57.01,60.71,5,Non-Leak,0
5394,1042.12,19.54,61.14,2.36,75.8,824.94,45.49,6,Large,1
5395,0.59,24.86,100.75,0.03,9.26,57.12,60.71,7,Non-Leak,0
5396,159.45,22.77,83.77,0.87,33.08,356.47,55.48,8,Small,1
5397,0.54,24.92,100.56,0.06,9.36,51.87,60.97,9,Non-Leak,0
5398,709.48,20.77,76.88,1.68,51.76,600.89,53.02,10,Medium,1
5399,0.68,24.77,100.32,0.04,9.43,53.22,61.01,11,Non-Leak,0
5400,1143.23,19.4,60.97,2.68,74.47,771.05,43.66,12,Large,1
5401,0.73,25.11,100.0,0.07,10.28,59.19,60.89,1,Non-Leak,0
5402,185.8,22.77,84.64,0.79,34.6,314.75,55.02,2,Small,1
5403,0.63,25.13,100.4,0.04,10.34,53.55,61.01,3,Non-Leak,0
5404,685.35,21.06,77.79,1.69,50.87,637.7,53.24,4,Medium,1
5405,0.84,25.57,100.59,0.04,10.66,53.62,60.91,5,Non-Leak,0
5406,1066.08,19.19,60.66,2.76,74.7,779.96,44.85,6,Large,1
5407,0.76,24.97,100.16,0.04,10.27,53.83,61.06,7,Non-Leak,0
5408,176.33,22.95,84.76,0.86,33.0,354.03,54.68,8,Small,1
5409,0.86,25.24,100.82,0.03,9.72,55.72,60.92,9,Non-Leak,0
5410,700.91,21.15,75.73,1.58,50.49,621.42,53.33,10,Medium,1
5411,0.88,25.16,100.46,0.05,10.01,52.57,60.74,11,Non-Leak,0
5412,1141.19,19.59,60.22,2.72,73.15,842.95,45.41,12,Large,1
5413,0.59,24.81,100.46,0.05,10.29,56.05,60.78,1,Non-Leak,0
5414,190.64,22.37,83.86,0.83,30.67,342.7,55.4,2,Small,1
5415,0.81,25.64,100.54,0.03,9.42,54.35,61.03,3,Non-Leak,0
5416,680.19,20.86,75.94,1.62,51.45,649.2,53.26,4,Medium,1
5417,0.89,25.44,100.57,0.04,9.4,53.99,60.98,5,Non-Leak,0
5418,1215.38,19.66,61.0,2.74,73.79,801.51,44.26,6,Large,1
5419,0.54,25.85,100.65,0.04,9.27,58.61,60.7,7,Non-Leak,0
5420,178.49,22.86,83.9,0.79,34.21,352.0,54.57,8,Small,1
5421,0.55,24.9,100.65,0.04,9.59,53.49,60.75,9,Non-Leak,0
5422,685.35,20.62,76.71,1.75,51.1,627.67,52.33,10,Medium,1
5423,0.62,24.87,100.72,0.05,10.74,56.83,61.05,11,Non-Leak,0
5424,1168.6,19.1,61.19,2.39,72.24,821.75,44.19,12,Large,1
5425,0.42,25.48,100.14,0.05,9.18,57.91,60.81,1,Non-Leak,0
5426,173.95,22.2,83.25,0.76,34.88,347.56,54.85,2,Small,1
5427,0.4,25.75,100.18,0.06,10.91,56.12,61.08,3,Non-Leak,0
5428,676.3,21.32,77.69,1.52,50.85,617.78,52.93,4,Medium,1
